Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
79463,1068.7780000000000,412.61497529048,246.97261332554900,1.670691214440800,0.8010819729996610,80593,318.08086069943000,0.8141700819672130,0.9859789311726820,0.8741778738819310,0.7708902481678030,0.0051925421301798,0.0011311755228845,0.5942717747202170,0.9928446330152100,QUINOA
91010,1196.528,428.46284083325900,271.0121313456260,1.5809729206802000,0.7745424730312770,92343,340.4078891070930,0.6992593275554740,0.9855646881734410,0.7988279398414380,0.7944863746995660,0.0047078655184403,0.0011570433362885,0.6312085995832590,0.9979237032416010, WHEAT
71085,1050.73,383.9366687306980,236.90528975161400,1.620633583712890,0.7869297296669350,72146,300.84586258996300,0.7994264507422400,0.9852937099769910,0.811248151089027,0.7835819995640570,0.005401092617721,0.0012560276229956,0.6140007500408060,0.9950702359410320, WHEAT
67593,992.946,392.31779796054500,222.24080376483800,1.7652824832998400,0.8240744056954420,68881,293.36339333203100,0.7243762860082310,0.9813010844790290,0.8615100042727230,0.7477697796456680,0.0058041187395225,0.0011194061529124,0.5591596433513320,0.9870747237762890,QUINOA
43726,788.823,306.43284557461000,182.57124953563100,1.6784288126088900,0.803136326555625,44342,235.9526908791030,0.702154992452709,0.9861079788913440,0.8830605520594790,0.7699980412891270,0.0070080237290081,0.0015196158268268,0.5928969835890910,0.9951353801648290,BARLEY
68988,1015.946,384.3988556982530,230.89843622574500,1.6647962713893600,0.7994939818613650,70406,296.3751840356910,0.7673006339673010,0.9798596710507630,0.839928212707995,0.771009537729582,0.0055719669464001,0.0012145832740914,0.5944557072699840,0.989647644969192,QUINOA
26264,599.4790000000000,221.74025965990000,151.20124570911200,1.4665240264388700,0.7314598628704110,26596,182.86706483925500,0.8006828851899280,0.9875169198375700,0.9183807783109240,0.8246904063327640,0.0084427451896093,0.002408946830267,0.6801142662972990,0.9974039122488330,RICE
46515,815.2920000000000,298.5064640893390,199.6252062387290,1.4953345307123200,0.7434903365785900,47147,243.3613309943800,0.6895606024667930,0.986595117398774,0.8793798855766210,0.8152631861316910,0.0064174237147014,0.0017487664185149,0.6646540626615960,0.9938801708761120,BARLEY
28552,619.107,227.1033320129580,160.18971858838600,1.4177147822858100,0.7088487657408470,28868,190.6660312726900,0.7513684210526320,0.98905362338922,0.9360843189118020,0.8395562917668270,0.0079540253576967,0.0024376200674488,0.7048547670452660,0.9992830226046950,RICE
57781,958.226,381.7761337364400,194.11169391826400,1.9667858542164800,0.8610951981316470,58475,271.2361593415270,0.6597812185987030,0.988131680205216,0.7907860812282330,0.7104586572422470,0.0066072953693504,0.0010383857682755,0.5047515036504570,0.992738117274215,BUCKWHEAT
33248,660.0680000000000,230.96983467744000,183.429248655006,1.2591766927631500,0.6076960241397730,33511,205.74904224164600,0.7876619838430740,0.9921518307421440,0.9589545683883140,0.8908048210234220,0.0069468790506929,0.0026983590374317,0.7935332291585700,0.9991985470895520,MILLET
47323,824.295,318.0030003767360,190.3530111737480,1.6705961120125000,0.8010565123156820,47912,245.46591408075800,0.8137111611671850,0.9877066288195020,0.8752191298149320,0.7718981072189770,0.0067198402547753,0.0014715621734626,0.59582668792824,0.9953857482862060,BARLEY
39009,729.669,259.62636111851800,191.58257501680300,1.3551668835004800,0.6748920231680500,39404,222.86274116723500,0.7885544482403120,0.9899756369911680,0.9207100633643140,0.8583979693244610,0.0066555502863061,0.0022290430599082,0.7368470737403580,0.9985507525371690,BARLEY
41966,746.121,273.5086784154540,195.44915348486900,1.3993853313702200,0.6995338547505410,42250,231.15529570908800,0.7519979930473430,0.9932781065088760,0.947303000861399,0.8451479384429920,0.0065173873710969,0.0020510877612423,0.7142750378544390,0.999546010537414,RICE
73720,1050.7310000000000,397.394657945937,237.51457734264100,1.6731379706966400,0.8017352462923840,74893,306.3710483023420,0.7770715407562010,0.9843376550545440,0.8390968668567850,0.7709490859437320,0.0053905949260165,0.001174679128551,0.5943624931174760,0.9944504555927710,QUINOA
43497,774.492,289.2876329341150,192.09040888073600,1.5059972781552400,0.7477220721909590,43866,235.33401895464500,0.8060971089696070,0.9915880180549860,0.9112452894803140,0.8134949170407250,0.0066507490846291,0.0017966757280451,0.6617739800510970,0.9966298127109090,BARLEY
30132,641.444,235.3682107348920,164.0478659737950,1.4347532614199900,0.7170867234808390,30578,195.87050304208600,0.769773145309626,0.9854143501864080,0.9202807303755420,0.8321875857003720,0.0078112375791481,0.0023109180310598,0.6925361777938140,0.9936185397410120,RICE
26614,650.51,220.42562527431800,154.08545503182800,1.4305414176100400,0.7150864438864880,26917,184.0814962009530,0.7467452300785630,0.9887431734591520,0.9332328186757450,0.8351184031886740,0.0082823185268775,0.0024849857823663,0.6974227473444000,0.9976921256595430,RICE
32858,669.8850000000000,247.76039096800400,169.1604878721290,1.4646469402198100,0.7306442147853930,33196,204.5387615121100,0.7652072659524920,0.989818050367514,0.9201327376536660,0.8255506891677630,0.0075403369337149,0.0021604563303293,0.6815339403853690,0.99820660044138,RICE
55563,873.756,315.945499986244,224.72930940222800,1.405893609634840,0.7028972745259920,56100,265.9793390925690,0.7113338710296890,0.9904278074866310,0.914566329496337,0.8418519621395130,0.0056862570413088,0.0017617698125834,0.7087147261581490,0.9963775045598470,BARLEY
73874,1035.476,403.2854110610500,234.61112528687200,1.7189526309459100,0.8133679404817140,74671,306.6908836724130,0.7772937710437710,0.9893265123006250,0.8658076212080680,0.7604809776418760,0.0054590980732199,0.001126299990101,0.5783313173551430,0.9941241395260400,QUINOA
193584,1693.3590000000000,637.042722607846,390.593854843955,1.630959408878440,0.7899773360426490,197382,496.4663171132680,0.8005955334987590,0.9807581238410800,0.8483620693102080,0.7793297050485030,0.0032907818962716,0.000748796460609,0.6073547891709860,0.990571007925798,CORN
54608,918.369,375.7502858287850,185.4111534881310,2.0265786537638900,0.8697784300538440,55060,263.6836457933970,0.7366518278699580,0.9917907737014170,0.8136389000271660,0.7017523492012670,0.0068808651814529,0.0010293387256847,0.4924563596094970,0.9980015462948780,BUCKWHEAT
36651,709.026,260.08727016010900,179.82515523755300,1.446334189543880,0.7224691675995490,37023,216.02199553306700,0.7719737978389540,0.9899521918807230,0.91616009313509,0.8305750427542450,0.0070963212507191,0.0020831883560857,0.6898549016462150,0.9977607300753520,BARLEY
27617,625.484,243.79873531800000,144.823861998437,1.68341550870002,0.8044425867682530,27936,187.51814980676100,0.7406404205106200,0.9885810423825890,0.8870619570512780,0.7691514460162020,0.0088278500676395,0.0019058212044175,0.5915939469088150,0.9958984250793560,RICE
169969,1592.3460000000000,601.3500192177720,363.5449397454010,1.6541284267054100,0.7965687284632010,172267,465.2002280514180,0.7456317749711560,0.9866602425304910,0.8423735091667610,0.7735931041567830,0.0035379982186032,0.0007816057248936,0.598446290798927,0.9899070214669160,CORN
37951,699.2220000000000,240.52546465512700,201.14879458545000,1.1957589164321300,0.5482889277501520,38269,219.81973060270100,0.7757292071213950,0.9916904021531790,0.9754452975146260,0.9139145866234420,0.0063377899042219,0.002727344741337,0.8352398716430960,0.9987455238768570,MILLET
43848,845.054,343.30730316732200,164.02696632744700,2.0929930660424300,0.8784769830445750,44478,236.2816276343710,0.6713826366559490,0.9858356940509920,0.7715973536976220,0.6882510958970520,0.0078294860237028,0.0010836790119356,0.4736895710034930,0.9914289875669250,BUCKWHEAT
51401,856.431,328.489316162421,200.01977078009900,1.642284234609800,0.7932408549791050,51860,255.823739787636,0.8322700777202070,0.991149247975318,0.880636484840951,0.7787886156429650,0.0063907183938526,0.0014501329510299,0.6065117078550850,0.9960646159166690,BARLEY
41856,821.1320000000000,324.393371991629,164.88716467021700,1.9673658203804600,0.8611836823633330,42439,230.85214832103000,0.631788679245283,0.986262635783124,0.7800844699566790,0.7116426174298880,0.0077502239103504,0.0012261449278497,0.5064352149424630,0.9963433321148310,BUCKWHEAT
28942,638.382,242.30269559184900,153.161997369156,1.5820027144712800,0.7748785303557690,29341,191.96379581505700,0.6614104849398970,0.9864012814832490,0.8924361154379270,0.7922478755185400,0.0083720093840041,0.002034481767879,0.6276566962636400,0.9929545972451570,RICE
69673,1063.011,390.0669853865220,228.72407671980600,1.7054041313908800,0.8100424213319820,70866,297.8429431769920,0.7444889672490250,0.983165410775266,0.7748164948436160,0.763568705723342,0.0055985386790653,0.0011739427800295,0.5830371683600200,0.994313995675618, WHEAT
33264,680.455,253.7941285349320,167.60946997634700,1.5141992189984800,0.7509007395588420,33616,205.798542793846,0.7375609756097560,0.9895287958115180,0.902787457477904,0.8108877221937770,0.007629693618775,0.0020348376293666,0.6575388980046130,0.9956448858197020,RICE
62289,1021.13,420.29571474470000,189.38528230472700,2.219262815092620,0.8927259202717220,63078,281.6182131929830,0.5791147184336040,0.9874916769713690,0.7506874432438070,0.6700477861499160,0.0067475110331631,0.0008389700792063,0.4489640357244040,0.9963691897970870,BUCKWHEAT
29636,655.394,252.93190242878900,149.63108262068700,1.6903700621479100,0.8062415823757870,29983,194.2517107975400,0.7868312757201650,0.9884267751725980,0.8670108407680200,0.7680000384776720,0.0085346167643672,0.0018315077232162,0.5898240591017060,0.9970209314400800,RICE
39030,739.241,283.72380704234300,175.6181537189830,1.6155722004477200,0.7854101043311080,39517,222.92272075993800,0.7428343039853830,0.9876761899941800,0.8975038569688260,0.7857032622104540,0.0072693775824325,0.0017088786163784,0.6173296162481490,0.9973405665235680,RICE
51492,867.948,347.57266807845000,189.29100083209000,1.8361816808542500,0.8386904502039980,51991,256.05009400018400,0.704019688269073,0.9904021849935570,0.8589387801205840,0.7366807505772890,0.006750032394905,0.0012263174482017,0.5426985282711190,0.9964930958379910,BUCKWHEAT
61076,957.031,333.49377039649300,234.1825071978910,1.4240763513334500,0.7119703375375440,61989,278.8626515585130,0.7441033138401560,0.9852715804416910,0.8379699390717760,0.836185489243088,0.0054603079834385,0.0016466731687446,0.6992061724207030,0.9957229748507030, WHEAT
29702,631.1760000000000,226.44722025252800,167.56508504451500,1.3513985935218600,0.6726353286253660,30053,194.4678918426480,0.7285616169544740,0.9883206335474000,0.9369029452387800,0.8587780041008340,0.0076239721315914,0.0025579067743973,0.7374996603274120,0.9966560036893110,RICE
145285,1440.991,524.9567462628880,353.0769976646140,1.4868052853489500,0.7400216694328740,146709,430.0960442236690,0.7860466374506300,0.9902937106789630,0.8792413513045020,0.8192980608125860,0.0036132893709804,0.0010042693630172,0.6712493124512640,0.9980170255393910,CORN
36988,697.8730000000000,242.5012245410620,194.49817646836000,1.2468046176284300,0.5972565101585290,37312,217.012866624687,0.7621677313002270,0.9913164665523160,0.9543725082338670,0.894893900166435,0.0065562134892684,0.0025936958135668,0.8008350925550940,0.9984848913565860,MILLET
80724,1071.17,416.3012602649780,247.54481108595900,1.681720810218960,0.8040002031469400,81330,320.5947426412370,0.7997226074895980,0.9925488749538920,0.8840884885031740,0.7701027434727840,0.0051570940521403,0.0011188696586129,0.593058235504309,0.9973583763193340, WHEAT
57134,948.5930000000000,371.0183605782250,197.91179618326200,1.8746652182099800,0.8458451117490000,57908,269.7133073263140,0.8104343385627960,0.9866339711266150,0.797893015546979,0.7269540701596850,0.0064938278534362,0.0011186865697473,0.5284622201217330,0.9906897432002380,BUCKWHEAT
69900,1013.617,397.266054900104,225.9760098179610,1.7580010162146400,0.8224565867993050,70844,298.32774624058700,0.6686691666028930,0.9866749477725710,0.8549471486968330,0.7509520195869840,0.0056833484248941,0.0011148920098746,0.5639289357217700,0.9913876420717100,QUINOA
28157,628.77,233.66739573600900,154.60318103846300,1.511400956736310,0.7498235959574320,28477,189.34256220170900,0.6860867446393760,0.9887628612564530,0.8949785364355030,0.8103080089770970,0.0082987319578083,0.0022069476213429,0.6565990694124270,0.9923844617021110,RICE
61170,983.061,391.19008941963200,199.44059679659200,1.961436616731560,0.8602749391751310,61975,279.0771630776150,0.6489772534374470,0.9870108914885030,0.7954033399735540,0.7134055044483700,0.0063951297927028,0.0010218212957274,0.5089474137772330,0.9982680933734960,BUCKWHEAT
46154,812.2160000000000,298.7993041965270,197.6348285600190,1.5118757476786800,0.7500068892445070,46742,242.4151355582130,0.7000667394733650,0.9874203072183480,0.8791766167977910,0.811297523634027,0.0064739633443802,0.0017300975864258,0.6582036718547050,0.9951221685101850,BARLEY
56932,952.347,375.4934804924800,195.07266494924600,1.9248902996746200,0.8544642942381360,57821,269.23609297577900,0.6477347714292220,0.9846249632486470,0.7888162861265840,0.7170193544310300,0.0065954732047439,0.0010753485102528,0.5141167546286910,0.9896183538849650,BUCKWHEAT
33374,664.9920000000000,237.14692485248800,179.47412588796300,1.321343250338640,0.6536400010880800,33704,206.1385373140870,0.7790382819794590,0.9902088772845950,0.9483863274429310,0.8692439821528830,0.0071057387443065,0.0025023944569358,0.7555851005090010,0.9983872726140140,RICE
55300,930.782,379.6827556790990,185.9231093662500,2.0421493432059700,0.8719021442312570,56000,265.3491036801420,0.6268561971479740,0.9875,0.8021194423488120,0.6988705694719770,0.0068658726162585,0.0010103282871397,0.4884200728740860,0.997426731028425,BUCKWHEAT
66358,981.292,376.3855560855640,226.569450359474,1.6612370091748600,0.7985254383474600,67547,290.67099908579800,0.6860835401157980,0.9823974417812780,0.8659775545621830,0.7722692711930730,0.0056720449092131,0.0012444986832857,0.5963998272290800,0.9907614652584390,QUINOA
33702,678.75,245.95298296874100,175.27507596971600,1.403239916502660,0.7015334641724150,34090,207.149026395647,0.7574163969795040,0.9886183631563510,0.9192758543013030,0.8422301851975280,0.0072978749916545,0.0022651626492412,0.7093516848578630,0.9953905990309650,RICE
31682,646.7210000000000,210.0456816267290,192.2484159476610,1.092574316367380,0.4028419735743840,32026,200.84515243415600,0.773184303006638,0.9892587272840820,0.9518938631075290,0.956197484655159,0.0066298113006353,0.0034187812857825,0.9143136296608530,0.998955588872088,MILLET
31335,635.011,216.79009228678300,184.1634402999050,1.1771613949747400,0.5275867100642200,31599,199.74223673093400,0.7742772424017790,0.9916453052311780,0.976510834463214,0.9213623861864620,0.0069184647291138,0.0030754693858982,0.8489086466792100,0.9993024867310140,MILLET
46906,819.1950000000000,312.0050157696500,192.61096737140700,1.6198714955209100,0.7867020186542150,47360,244.38202488183900,0.7119266612026830,0.9904138513513510,0.8783420553703460,0.7832631288923360,0.0066517080068573,0.0015443426729369,0.6135011290822120,0.993792991470167,BARLEY
62278,995.7540000000000,404.3694213499870,197.1457638898830,2.051118996276530,0.8731013476277920,63026,281.5933457434970,0.7042632590749750,0.9881318820804110,0.7892969086170920,0.6963764589404350,0.0064929737844822,0.0009418890271667,0.4849401725664200,0.9946700000086040,BUCKWHEAT
37808,736.2670000000000,281.5460567530430,173.21036693430300,1.6254573079902900,0.7883621198049440,38822,219.4051975395,0.76352033603942,0.9738807892432130,0.8764414269104600,0.7792870554459600,0.0074467323516991,0.0016940856234535,0.6072883147856340,0.9871212293254170,RICE
25148,585.4980000000000,207.37326862419700,155.4842350658640,1.33372536795356,0.661687715906433,25433,178.9397330695450,0.7144318181818180,0.988794086423151,0.9218547204757520,0.8628871708330940,0.0082461137515586,0.0028199741834008,0.7445742695883420,0.9930575916754640,RICE
36718,727.659,271.15850160928600,172.82446696551900,1.5689821376008500,0.7705695782533200,37285,216.21935529361300,0.7887862513426420,0.9847928121228380,0.871431131804683,0.7973910241072390,0.0073848930118548,0.0018416595158345,0.6358324453267920,0.9976097492248020,BUCKWHEAT
45524,799.609,299.9699819760940,193.6621240956120,1.5489346890979900,0.7636715048143050,45998,240.7549730213760,0.787994184033788,0.9896952041393100,0.8947360405107650,0.8025968846461540,0.0065892711970849,0.0016865803014956,0.6441617592437120,0.9977644942829740,BARLEY
41732,793.483,268.54093357650800,198.30080817559100,1.3542099805197000,0.674321466125952,42417,230.50994052510600,0.7596475899228190,0.9838508145319090,0.8329209953958100,0.8583791582724670,0.0064348924944049,0.0021549525681747,0.7368147793565500,0.997801927999062,RICE
52502,895.9850000000000,349.7622227314800,192.6507380815300,1.8155249557541800,0.8346340440213340,53247,258.5490718948450,0.6620764448479800,0.9860086014235540,0.8218342443532030,0.7392138289712850,0.0066618837897885,0.0012270355545386,0.5464370849423890,0.992070164462472,BUCKWHEAT
42041,776.5520000000000,287.8691487146930,186.37297208366900,1.544586350135890,0.762131268112712,42536,231.36175937308900,0.7417254763585040,0.9883627985706220,0.8760760677656250,0.8037046012262710,0.0068473430392876,0.001762331756973,0.6459410860322800,0.9977117844774140,BARLEY
37393,699.759,237.2305761432770,200.9293747121530,1.180666472899390,0.5316259544093280,37751,218.19772294018500,0.7638707305115220,0.990516807501788,0.9596286108976740,0.919770657254584,0.0063442509598929,0.0028007756290489,0.8459780619465300,0.9988179345486660,MILLET
53866,961.806,387.1179248974520,177.923686007155,2.1757526138587600,0.8881202952323070,54788,261.8860846183020,0.6051679586563310,0.9831714974081920,0.7317279206635030,0.6765020883175980,0.0071866840845329,0.0009285063611066,0.4576550754980720,0.9957442267606560,BUCKWHEAT
44978,794.9400000000000,293.8469627155650,195.8789212515600,1.5001459107393600,0.7454139846851900,45648,239.3068495532420,0.7082814985118810,0.985322467577988,0.8944195908416640,0.8143927959700720,0.0065331264777349,0.0017727052131039,0.6632356261279520,0.9949502123925060,BARLEY
33685,697.9020000000000,266.4420074981490,161.87658434509600,1.645957681749300,0.7942821733834220,34140,207.09677463544400,0.809735576923077,0.9866725248974810,0.869075545942514,0.7772677310911010,0.0079098117113893,0.0017808545907634,0.6041451257955090,0.9943973106945150,RICE
31675,653.568,233.5736375336210,173.13568781485800,1.3490785203302100,0.6712326951936700,32010,200.82296327732600,0.7869956271119060,0.9895345204623560,0.931847677959681,0.8597843720630470,0.0073740690618349,0.0024856796160108,0.7392291664438480,0.9972781900510000,RICE
66874,1024.488,408.2395188989160,209.5480011226880,1.9481909477146300,0.8582112150079890,67877,291.7989398791900,0.8016446698073630,0.985223271505812,0.8006697361370020,0.714773867719168,0.0061046074543008,0.0009829064167562,0.5109016819742190,0.995334031994352,QUINOA
171028,1553.271,564.1230319784160,387.7362455579750,1.454914361092580,0.7263493732701530,172608,466.6472038456520,0.7889618776986380,0.99084631071561,0.8908049328691000,0.8272082106080470,0.0032984250063054,0.0009526770930603,0.6842734236973670,0.995559231051286,CORN
71992,1052.401,376.4976776779740,243.99855943766900,1.5430323791487500,0.7615769101241250,73278,302.75908129166600,0.7732428252277020,0.9824503943884930,0.816829847287453,0.8041459462882050,0.0052297154916931,0.001348954600662,0.646650702931753,0.9978029726229930, WHEAT
39704,746.4410000000000,281.0192520426690,180.3174390552390,1.5584696273142000,0.7669932984916300,40160,224.83928234222100,0.7692337498789110,0.9886454183266930,0.8954743577285550,0.8000849789041590,0.0070778574461683,0.001789064678779,0.6401359734680680,0.997632472001192,RICE
53164,918.957,387.9886115449040,175.42958071102000,2.2116487423180100,0.8919412212721250,53706,260.1739940045900,0.7080225868314510,0.9899080177261390,0.7911104710068230,0.6705712133369620,0.0072979574814706,0.0009102500572889,0.449665752156205,0.9945026952197530,BUCKWHEAT
60950,993.7240000000000,404.9700226284090,192.33317197720500,2.1055651423271100,0.8800225647965560,61620,278.574855741878,0.732924482924483,0.989126906848426,0.7756253883504600,0.6878900663654600,0.0066442989766761,0.0009177091904003,0.4731927434042760,0.996338146114181,BUCKWHEAT
57271,990.081,355.80436917194000,206.04003529969800,1.7268700651036100,0.8152690448250870,58861,270.0364826584130,0.6696404560070160,0.972987207149046,0.7341810618093150,0.7589465055948190,0.0062126446049822,0.0012714548300737,0.575999798354587,0.9946768092842530, WHEAT
37851,726.2050000000000,263.24737804365900,184.7009000685990,1.4252631034601800,0.7125465464554900,38379,219.52992964006200,0.7691729323308270,0.9862424763542560,0.9019215260406770,0.8339301658824240,0.0069548328457282,0.0020748427849619,0.6954395215686880,0.9911842907798470,BARLEY
42373,836.822,333.01763453264800,162.74379931137700,2.046269264584930,0.8724551227814240,43049,232.27350091877300,0.8074123475609760,0.9842969639248300,0.7603838751847360,0.6974810845820280,0.0078591941692268,0.0011473278036489,0.4864798633497220,0.9954687922120110,BUCKWHEAT
69856,1020.927,366.0105965870400,243.4048423518860,1.5037112370094300,0.7468243916846430,70962,298.2338371765010,0.7897616786505680,0.9844141935120200,0.8422173793282930,0.8148229585631100,0.0052395012108772,0.001424697744521,0.6639364538015400,0.998368706241566, WHEAT
38284,716.131,250.461655206108,195.17927364369100,1.2832389962847100,0.6266783064596030,38694,220.7820253794250,0.7838175378252770,0.9894040419703310,0.9380850692225260,0.8815003046983000,0.0065422018390478,0.0024366523387889,0.7770427871831960,0.9971316062952350,MILLET
26813,594.8910000000000,210.73305021765900,162.49467566797600,1.2968612623852900,0.636723132985555,27119,184.7684278035180,0.7755922594081740,0.988716398097275,0.9520954177462120,0.8767890352874260,0.0078593611389124,0.0028651505580675,0.7687590124002560,0.9969737832914620,RICE
25757,604.185,237.54411972476900,138.20163139556700,1.7188228338988300,0.8133365177732550,26012,181.09343155880500,0.7920843840334580,0.990196832231278,0.8866766344493520,0.7623570382151720,0.0092225072688888,0.0019215975019114,0.5811882537162090,0.9989596412812050,RICE
45094,815.7590000000000,317.13794196091000,182.32251753999200,1.739433758594010,0.8182238686541240,45553,239.6152416485380,0.8074416272740300,0.9899238249950610,0.851539653904139,0.755555264586011,0.0070328190437954,0.001413754986831,0.570863757843637,0.9929796919510550,BARLEY
55505,942.35,376.86154867082400,189.0142981431100,1.993825611994110,0.8651296003409700,56160,265.8404802330250,0.8220770757427650,0.9883368945868950,0.7854481140166040,0.7054062192617780,0.0067896864907814,0.0010370187804735,0.497597934173196,0.9921235056298780,BUCKWHEAT
32279,670.977,250.820564334098,164.18139696536400,1.5277039236486200,0.7559952536781020,32662,202.7286345450650,0.7571897724607080,0.9882738350376580,0.9009790005843850,0.8082616155628530,0.0077703945083211,0.0020456467954911,0.6532868391922730,0.9980288675020400,RICE
25401,596.5890000000000,229.065638310626,141.5421809861790,1.6183560032397200,0.7862480384679200,25745,179.83758693837600,0.7159648232707590,0.9866381821712950,0.8968301404398650,0.78509194248727,0.0090179771784821,0.0021133477960393,0.6163693581584350,0.9975050509887150,RICE
42136,766.3730000000000,284.275800649523,190.479228999541,1.4924241458905100,0.7423152423586320,42693,231.62301581872400,0.7962207105064250,0.9869533647202120,0.9015353860924040,0.8147827401752230,0.0067466252290089,0.0018341448521182,0.6638709136874460,0.990776981341539,BARLEY
39998,720.425,251.30194619809300,202.8546515666170,1.238827624889670,0.5902577895613150,40296,225.6701914527420,0.7886818495514150,0.992604725034743,0.96843525180443,0.8980041534372080,0.0062828627980922,0.0025202911831242,0.8064114595904770,0.9990047931682800,MILLET
44141,765.3230000000000,271.7780250062790,207.14100076042100,1.3120436031909300,0.6473771762459090,44515,237.0697507995380,0.7974887082204160,0.991598337638998,0.9470273058426110,0.8722918300479240,0.0061570427721682,0.0021988679680999,0.760893036768357,0.9983248416044470,MILLET
83175,1111.879,400.1873429324540,266.18337588242400,1.5034272580163700,0.7467125174814420,84511,325.4254125500150,0.8027312647782660,0.9841914070357700,0.8454493954806470,0.8131826713093760,0.0048113897557253,0.0012977850394134,0.661266056917853,0.9941654147713080, WHEAT
57222,918.039,359.10759278881800,205.1060696187790,1.750838448887800,0.820842283012101,58490,269.9209388484630,0.7362583633556360,0.9783210805265860,0.8531995831306500,0.7516436418185020,0.0062756910417115,0.0012356323495207,0.5649681642861810,0.9891679844298070,BARLEY
36156,687.2390000000000,238.86779059000100,193.07613684125300,1.237168893566580,0.5887748600856220,36461,214.55826476611100,0.7627365356623000,0.9916348975617780,0.9619990591741750,0.8982302060740540,0.0066065878578936,0.0026528188818153,0.8068175031038370,0.998169517625122,MILLET
40120,762.206,281.68286548910100,182.12859478483300,1.5466152683046900,0.7628519404132260,40818,226.014093664034,0.7177615571776160,0.9828997011122540,0.8678128209252700,0.8023707557490000,0.0070210086113933,0.0017950627474308,0.6437988296812220,0.9957090997016690,BARLEY
42670,773.9060000000000,289.50113722240700,188.4461701527940,1.53625375876664,0.7591342185178850,43215,233.08610291874800,0.7680676806768070,0.9873886382043270,0.8952742212115650,0.8051301806793300,0.006784652852646,0.0017586192418223,0.6482346078407310,0.9958528528579420,BARLEY
152869,1475.473,537.2074019542580,365.4009172262570,1.4701862437351700,0.7330396294112350,154271,441.178938713216,0.7610989131354770,0.990912096246216,0.8824025517388630,0.8212450854330960,0.0035141683529967,0.000986037565208,0.6744434903480140,0.9915575416863870,CORN
44385,768.6640000000000,255.63728750529400,221.48594258440300,1.1541919298461900,0.4993384236679700,44875,237.72407785723000,0.7831909937888200,0.9890807799442900,0.9440021970871340,0.9299272425283670,0.0057595423567713,0.0026568291161306,0.8647646763964120,0.9981044107127880,MILLET
35240,697.995,251.5585480973510,178.7095536275870,1.4076390600895000,0.7037886789900320,35620,211.8229486067720,0.7630348172527280,0.9893318360471640,0.9089523996417170,0.8420423404765320,0.0071384378007193,0.0022136994711328,0.7090353031551960,0.998065787703654,RICE
